movieid,year,isEnglish,country,runningtime,genres,avg_rating,num_ratings,is_a_hit,number_actors,actor_quality,director_quality,director_revenue,director_number
2190354,4,T,USA,1,Action,3.1484375,256.0,1,many,high,high,high,single
2190371,4,T,USA,0,Adventure,3.1767241379310347,232.0,1,many,low,low,high,single
2190603,4,T,USA,1,Action,3.0249110320284696,281.0,1,many,low,low,high,single
2190734,4,T,USA,1,Drama,3.570754716981132,212.0,1,many,high,high,high,single
2190795,2,T,UK,1,Crime,3.4,10.0,0,few,low,high,low,single
2190803,2,T,USA,0,Crime,3.9272727272727272,110.0,0,few,high,high,low,single
2190900,4,T,other,1,Comedy,3.6776061776061777,518.0,1,many,high,high,high,single
2190982,4,T,USA,1,Comedy,3.546468401486989,269.0,1,many,high,high,low,single
2191385,4,T,USA,1,Comedy,3.0,26.0,0,many,low,low,low,single
2191428,4,T,USA,1,Drama,3.4285714285714284,133.0,1,many,low,low,high,single
2191929,4,T,other,0,Horror,3.4827586206896552,29.0,0,few,high,low,high,single
2191997,2,T,USA,1,Adventure,4.031111111111112,225.0,1,few,high,high,low,single
2192642,4,T,USA,1,Comedy,3.428048780487805,820.0,1,many,low,high,high,single
2192654,2,T,USA,0,Comedy,,,0,few,high,high,low,single
2192733,2,T,UK,0,Other,3.192468619246862,239.0,1,many,high,low,low,multiple
2192747,3,T,USA,1,Comedy,3.508403361344538,238.0,1,many,high,high,low,single
2192782,4,T,USA,0,Comedy,2.216216216216216,37.0,0,many,low,low,low,single
2192913,4,T,USA,1,Comedy,2.9393939393939394,66.0,0,many,low,low,low,single
2192973,4,T,USA,1,Comedy,3.784530386740332,1086.0,1,few,high,low,high,single
2193169,4,T,USA,0,Drama,3.6433333333333335,300.0,1,many,high,high,high,single
2193264,3,T,USA,1,Drama,4.154088050314465,636.0,1,few,high,high,high,single
2193276,4,T,USA,1,Drama,3.717391304347826,46.0,0,many,high,low,high,single
2193388,4,T,USA,0,Comedy,2.333333333333333,123.0,0,many,low,low,high,single
2193407,3,T,USA,0,Comedy,3.8940397350993377,302.0,1,many,high,low,high,single
2193422,4,T,USA,1,Adventure,3.1983471074380163,121.0,0,many,low,low,high,single
2193721,4,T,USA,1,Comedy,2.260869565217391,69.0,0,many,low,low,high,single
2194143,4,T,other,1,Documentary,3.958057395143488,453.0,1,many,high,high,high,single
2194153,4,T,USA,1,Drama,3.511363636363636,88.0,0,many,high,high,high,single
2194168,4,T,UK,1,Documentary,3.5625,32.0,0,many,low,low,high,single
2194362,2,T,USA,0,Comedy,4.1063829787234045,188.0,1,few,high,high,low,single
2194363,3,T,USA,0,Comedy,3.956989247311828,93.0,0,few,low,high,low,single
2194471,4,T,other,0,Drama,1.0,1.0,0,many,high,high,low,single
2194580,4,T,other,1,Drama,3.6,35.0,0,many,high,high,low,single
2194791,4,T,USA,1,Drama,3.351694915254237,236.0,1,many,high,low,high,single
2195009,4,T,USA,0,Action,3.0105820105820107,189.0,1,many,low,low,low,single
2195233,4,T,UK,0,Comedy,3.7291666666666665,48.0,0,few,high,high,low,single
2195417,3,T,USA,1,Comedy,2.3142857142857145,35.0,0,few,low,low,high,single
2196039,4,T,USA,1,Action,3.0105509964830013,853.0,1,many,low,low,high,single
2196060,4,T,USA,0,Comedy,3.679824561403509,456.0,1,few,high,high,low,single
2196068,4,T,USA,1,Comedy,3.877659574468085,188.0,1,many,high,high,low,single
2196132,4,T,other,1,Comedy,3.435540069686412,287.0,1,many,low,high,high,single
2196454,4,F,other,1,Comedy,,,0,many,low,low,low,multiple
2196886,3,F,France,1,Crime,,,0,few,high,high,low,single
2197021,4,F,France,0,Comedy,3.0,2.0,0,many,low,high,low,single
2197407,4,F,other,0,Documentary,,,0,few,high,high,low,multiple
2199194,4,T,USA,0,Comedy,2.8363636363636364,55.0,0,few,low,high,high,single
2199218,4,T,USA,0,Drama,3.3461538461538463,26.0,0,few,low,low,low,single
2199868,4,T,UK,1,Drama,3.606382978723404,94.0,0,few,high,high,low,single
2199969,4,T,USA,0,Action,2.8980582524271843,412.0,1,many,low,low,high,single
2200121,4,T,USA,0,Comedy,2.923076923076923,13.0,0,many,low,low,low,single
2201125,3,T,USA,0,Adventure,3.0,2.0,0,few,high,low,low,single
2201311,3,F,other,1,Drama,3.8181818181818175,22.0,0,few,high,high,low,single
2201727,3,T,USA,1,Drama,3.92,325.0,1,many,high,high,high,single
2202537,4,T,USA,1,Drama,3.375,24.0,0,few,low,low,low,single
2202732,4,T,USA,1,Crime,3.144285714285714,700.0,1,many,high,high,high,single
2202880,4,T,USA,1,Drama,,,0,few,low,low,low,multiple
2204067,4,T,USA,0,Drama,3.70945945945946,148.0,1,many,high,high,low,single
2204532,4,T,USA,1,Crime,2.9421487603305785,242.0,1,few,low,low,high,single
2205117,4,F,other,0,Horror,2.1818181818181817,11.0,0,many,low,low,low,single
2205227,4,T,USA,1,Drama,3.2232558139534886,215.0,1,few,low,low,high,single
2205327,4,F,France,1,Drama,3.6,20.0,0,few,high,high,low,single
2206238,4,F,France,1,Comedy,4.5,2.0,0,few,high,high,low,single
2206242,3,T,USA,1,Drama,4.020348837209302,688.0,1,many,high,high,high,single
2206516,4,T,USA,1,Comedy,3.168539325842697,623.0,1,many,low,low,high,single
2206541,3,T,USA,1,Adventure,3.981132075471698,212.0,1,few,high,high,high,single
2206656,4,T,USA,1,Comedy,2.0,1.0,0,few,high,high,low,single
2206740,4,T,USA,0,Crime,2.5517241379310347,29.0,0,few,low,low,high,single
2207203,4,T,USA,1,Crime,3.0,18.0,0,many,low,low,high,single
2207291,4,T,USA,1,Horror,2.820717131474104,251.0,1,many,low,low,high,single
2207384,4,T,USA,0,Drama,2.5,12.0,0,many,low,low,low,single
2207638,4,F,other,0,Other,,,0,few,high,high,low,multiple
2207954,4,T,USA,1,Drama,3.129032258064516,93.0,0,many,low,low,high,single
2208048,4,T,USA,1,Comedy,2.6011904761904763,168.0,1,few,low,low,high,single
2208084,4,T,USA,1,Comedy,3.688775510204082,196.0,1,many,low,low,low,single
2208430,2,T,USA,0,Crime,3.5,52.0,0,few,high,high,high,single
2208474,4,T,USA,0,Drama,3.692307692307693,13.0,0,few,high,high,low,single
2208962,4,T,USA,0,Crime,3.074235807860262,229.0,1,many,low,low,high,single
2209075,4,T,other,0,Documentary,3.764705882352941,34.0,0,few,high,high,low,single
2209608,4,T,USA,1,Crime,3.144736842105264,76.0,0,many,low,high,high,single
2209821,3,T,USA,1,Comedy,3.4727891156462585,294.0,1,many,low,high,high,single
2209901,3,T,USA,0,Horror,2.0,1.0,0,few,low,low,low,single
2210137,3,T,USA,0,Comedy,3.096085409252669,281.0,1,many,low,low,high,single
2210139,4,T,USA,0,Comedy,2.5538461538461537,65.0,0,many,high,low,low,single
2210196,3,T,USA,1,Horror,3.6713286713286712,715.0,1,many,high,high,high,single
2210254,4,T,France,1,Comedy,3.747422680412371,194.0,1,few,high,high,low,single
2210356,3,T,USA,1,Action,3.273684210526316,190.0,1,many,low,low,low,multiple
2210519,3,T,USA,1,Horror,2.3,10.0,0,many,low,low,low,single
2210617,4,T,USA,1,Drama,2.961038961038961,77.0,0,few,low,low,low,single
2210872,4,F,France,1,Action,4.005457025920873,733.0,1,many,high,high,high,single
2211077,4,T,UK,1,Drama,3.25,20.0,0,few,high,high,low,single
2211223,4,T,USA,1,Comedy,2.9047619047619047,21.0,0,few,low,low,low,single
2211282,4,T,USA,1,Drama,3.0843881856540083,237.0,1,many,low,low,high,single
2211336,4,T,USA,1,Comedy,2.7630331753554502,211.0,1,many,low,low,high,single
2211395,3,T,UK,1,Drama,3.719424460431655,278.0,1,many,high,low,low,single
2211751,2,T,USA,1,Comedy,4.075757575757576,132.0,1,few,high,high,low,single
2212209,4,T,USA,1,Documentary,3.542483660130719,153.0,1,many,high,high,high,single
2212660,4,T,USA,1,Action,2.955056179775281,178.0,1,many,low,high,high,single
2212954,4,T,USA,1,Comedy,3.0,12.0,0,few,low,low,high,single
2213122,4,T,USA,1,Action,3.0163934426229506,61.0,0,many,low,low,high,single
2213622,3,T,USA,1,Comedy,2.9411764705882355,17.0,0,many,low,low,low,single
2213866,4,T,USA,1,Action,3.87323943661972,355.0,1,many,high,low,high,single
2214546,4,T,USA,1,Comedy,3.648068669527897,233.0,1,few,high,high,high,single
2216031,4,T,USA,1,Crime,2.914285714285714,35.0,0,few,low,high,high,single
2216145,4,T,USA,0,Adventure,2.4927536231884058,69.0,0,many,low,high,high,single
2216176,3,T,USA,1,Comedy,3.3652694610778444,167.0,1,many,high,low,high,single
2216295,4,T,France,0,Action,2.0,1.0,0,few,low,low,low,single
2216316,3,T,USA,1,Action,4.38403041825095,1315.0,1,few,high,high,low,single
2216640,4,F,other,1,Horror,3.071428571428572,14.0,0,few,low,low,low,multiple
2216642,1,F,other,0,Horror,3.991596638655462,238.0,1,few,high,high,low,single
2217530,4,T,USA,0,Adventure,2.0,83.0,0,many,low,low,high,single
2217636,4,T,UK,0,Drama,,,0,many,high,high,low,single
2217693,4,T,USA,1,Comedy,3.0727272727272728,110.0,0,many,low,low,high,single
2217717,4,T,other,0,Action,3.386363636363636,44.0,0,many,low,low,low,single
2217718,4,T,USA,1,Drama,4.0,1.0,0,many,low,low,low,single
2217782,2,T,USA,1,Drama,4.29438202247191,445.0,1,few,high,high,low,single
2217888,4,T,UK,1,Comedy,3.6628205128205127,780.0,1,many,high,high,high,single
2218486,4,T,USA,1,Comedy,2.9344262295081966,61.0,0,few,low,low,high,single
2218524,4,T,USA,0,Comedy,3.225806451612903,31.0,0,many,low,low,low,single
2219070,4,F,other,1,Comedy,1.0,1.0,0,few,high,high,low,single
2219442,2,T,UK,0,Crime,3.0,1.0,0,few,low,high,low,single
2219779,4,T,other,1,Comedy,3.5026833631484795,559.0,1,many,low,high,high,single
2219992,4,T,USA,1,Comedy,2.6411290322580645,248.0,1,many,low,low,high,single
2220554,4,F,France,1,Drama,4.2,5.0,0,many,high,high,low,single
2221102,4,F,other,0,Drama,3.0,2.0,0,few,high,low,low,single
2222143,4,F,other,1,Action,3.980392156862745,51.0,0,few,high,low,low,single
2224890,4,T,USA,1,Documentary,4.137755102040816,588.0,1,many,high,low,high,single
2225574,2,T,USA,0,Drama,3.7413793103448274,58.0,0,few,high,high,low,single
2225605,4,T,other,1,Drama,,,0,many,low,low,low,single
2225624,4,T,USA,1,Drama,3.847560975609756,328.0,1,few,high,high,low,single
2226062,4,T,USA,0,Comedy,3.0,13.0,0,few,low,low,low,single
2226103,4,T,USA,0,Comedy,3.822043628013777,871.0,1,few,high,high,high,single
2227800,4,F,other,1,Comedy,4.25,8.0,0,many,high,high,low,single
2228369,3,T,USA,0,Adventure,3.7043189368770766,301.0,1,few,high,low,high,single
2228704,4,T,USA,0,Adventure,3.0416666666666665,144.0,1,many,low,low,high,single
2228754,3,T,UK,1,Crime,3.6948356807511735,213.0,1,many,high,high,high,single
2229516,3,T,USA,1,Documentary,3.4444444444444446,9.0,0,few,high,high,low,single
2229633,3,T,UK,1,Drama,3.740740740740741,405.0,1,few,high,high,high,single
2229656,3,T,UK,1,Action,3.461756373937677,353.0,1,few,high,low,high,single
2229787,2,T,USA,1,Comedy,2.833333333333333,6.0,0,few,high,high,low,multiple
2230251,3,T,USA,1,Drama,3.947368421052632,95.0,0,few,high,high,high,single
2230732,4,T,USA,0,Documentary,3.928571428571429,14.0,0,few,high,high,low,multiple
2230871,2,T,USA,1,Comedy,3.940828402366864,169.0,1,few,high,high,low,multiple
2230917,2,T,USA,1,Crime,4.269749518304431,519.0,1,few,high,high,low,single
2231247,3,T,other,1,Crime,3.863070539419087,241.0,1,many,high,high,high,single
2231307,4,T,USA,1,Drama,3.696969696969697,33.0,0,many,high,high,low,single
2231336,4,T,other,1,Crime,3.9166666666666665,168.0,1,many,high,high,high,single
2231697,4,T,USA,0,Comedy,3.329192546583851,161.0,1,many,low,high,high,single
2231855,4,T,USA,1,Drama,2.7454545454545456,55.0,0,many,low,low,high,single
2231882,4,T,USA,1,Crime,3.95945945945946,148.0,1,many,high,high,high,single
2231896,4,T,USA,1,Comedy,3.314159292035398,226.0,1,many,low,low,high,single
2231909,3,T,USA,1,Drama,4.390724637681159,1725.0,1,few,high,high,high,single
2232226,3,T,USA,0,Comedy,5.0,1.0,0,few,high,low,low,single
2232255,4,T,other,0,Other,3.5517241379310347,29.0,0,few,low,low,high,single
2232299,4,T,other,1,Action,2.0,1.0,0,many,low,low,low,single
2232552,4,T,USA,1,Drama,2.5384615384615383,39.0,0,many,low,low,high,single
2232980,4,T,USA,0,Action,2.631578947368421,38.0,0,many,low,low,low,single
2233001,4,T,USA,1,Drama,3.455357142857143,112.0,0,many,high,high,high,single
2233552,4,T,UK,1,Drama,3.473684210526316,19.0,0,few,low,low,low,single
2233759,2,T,USA,1,Drama,3.909090909090909,33.0,0,few,high,high,low,single
2233885,4,T,USA,1,Comedy,3.3417721518987342,158.0,1,many,low,high,high,single
2234951,3,T,other,1,Action,3.0,1.0,0,few,low,low,low,single
2235378,4,T,USA,1,Action,2.276995305164319,213.0,1,many,low,low,high,single
2235600,3,F,other,0,Horror,,,0,few,high,high,low,single
2236433,3,T,USA,1,Drama,3.990138067061144,507.0,1,many,high,high,high,single
2236640,4,T,USA,0,Comedy,3.134453781512605,119.0,0,many,low,high,high,single
2236888,4,T,USA,1,Action,2.833333333333333,6.0,0,many,low,low,low,multiple
2237013,4,T,UK,0,Drama,3.491228070175439,114.0,0,many,high,high,low,single
2237801,4,T,USA,1,Drama,3.5164835164835164,91.0,0,many,high,high,high,single
2238427,4,F,other,1,Drama,3.684210526315789,38.0,0,few,high,high,high,single
2238465,1,F,other,0,Drama,3.951219512195122,41.0,0,few,low,low,low,single
2238483,4,T,USA,1,Drama,3.53,100.0,0,few,high,high,high,single
2238595,4,T,USA,0,Drama,,,0,few,low,low,low,single
2239654,2,T,USA,0,Drama,3.857142857142857,49.0,0,few,high,high,high,single
2239941,4,T,USA,1,Documentary,3.65335463258786,626.0,1,many,high,high,high,single
2240178,4,T,USA,1,Action,3.797356828193833,908.0,1,many,high,high,high,single
2240406,2,T,USA,1,Drama,4.150943396226415,106.0,0,few,high,high,low,single
2240516,4,T,USA,1,Comedy,2.847457627118644,59.0,0,many,low,low,high,single
2240566,4,T,USA,1,Action,3.2687585266030013,733.0,1,many,low,high,high,single
2240849,4,T,USA,1,Comedy,2.962162162162162,185.0,1,many,low,low,high,single
2240934,4,T,USA,1,Comedy,4.0,1.0,0,few,low,low,low,single
2240936,4,T,USA,1,Comedy,3.294478527607362,163.0,1,many,low,low,low,single
2241542,4,T,USA,0,Comedy,2.5,20.0,0,many,low,low,high,single
2241805,4,T,USA,0,Crime,3.6666666666666665,6.0,0,few,low,low,low,single
2242954,4,T,USA,1,Other,3.2533632286995515,446.0,1,many,low,low,high,single
2243968,3,T,USA,0,Comedy,2.923076923076923,26.0,0,many,low,low,low,single
2244080,3,T,USA,1,Drama,3.3472222222222223,72.0,0,few,high,high,low,single
2244271,4,T,USA,1,Action,3.769230769230769,312.0,1,many,high,high,high,single
2244488,4,T,other,1,Crime,2.9272727272727272,220.0,1,many,low,high,low,single
2244550,4,T,other,0,Other,3.4285714285714284,35.0,0,few,low,low,low,multiple
2245091,2,T,UK,1,Drama,3.6666666666666665,6.0,0,few,high,high,low,single
2245138,3,F,other,1,Comedy,4.044776119402985,67.0,0,few,high,high,low,single
2246004,1,F,other,0,Other,3.107142857142857,28.0,0,few,low,low,low,single
2246169,4,F,other,1,Drama,3.6875,48.0,0,few,high,high,low,single
2246675,3,T,USA,1,Documentary,4.073846153846154,325.0,1,few,high,high,high,single
2247345,4,T,USA,1,Crime,4.213836477987422,159.0,1,many,high,high,low,multiple
2247366,4,T,other,1,Drama,3.333333333333333,42.0,0,many,low,low,high,single
2247594,4,T,USA,0,Drama,,,0,few,low,low,low,single
2247913,3,T,USA,0,Horror,2.375,24.0,0,few,low,low,high,single
2248232,4,T,USA,1,Comedy,3.7694204685573367,811.0,1,many,high,high,high,single
2248438,4,T,USA,0,Documentary,4.0285714285714285,105.0,0,few,high,high,low,single
2248473,4,T,UK,0,Documentary,2.333333333333333,3.0,0,few,high,high,low,single
2248574,4,T,other,1,Comedy,3.0,5.0,0,few,low,low,low,single
2248580,3,T,other,1,Drama,3.793388429752066,121.0,0,few,high,high,low,single
2249442,4,T,USA,0,Comedy,3.238095238095238,105.0,0,many,low,low,high,single
2250014,3,F,other,1,Comedy,3.831168831168831,77.0,0,few,high,high,low,single
2250495,4,T,USA,1,Drama,3.659863945578232,147.0,1,few,high,high,low,single
2250593,4,T,USA,0,Adventure,3.2,10.0,0,few,low,low,low,single
2250599,4,T,USA,1,Drama,2.75,28.0,0,few,low,low,low,single
2251093,4,T,USA,1,Documentary,3.137130801687764,474.0,1,many,low,low,high,single
2251197,2,F,other,1,Drama,4.404255319148936,47.0,0,few,high,high,low,single
2251241,3,T,USA,0,Drama,4.473913043478261,230.0,1,few,high,high,high,single
2251547,4,T,USA,1,Action,3.75,1052.0,1,many,high,low,high,single
2251761,3,T,USA,1,Documentary,4.266666666666667,645.0,1,many,high,high,high,single
2251833,4,F,other,0,Drama,,,0,few,high,high,low,multiple
2252075,4,T,USA,0,Adventure,2.892857142857143,168.0,1,many,low,low,high,single
2252158,3,T,other,0,Horror,3.0,5.0,0,few,low,low,low,single
2252485,4,T,USA,0,Action,3.5058214747736094,773.0,1,many,low,low,low,single
2252917,4,F,other,0,Comedy,2.0,3.0,0,few,low,low,low,single
2253153,4,T,USA,0,Comedy,3.518987341772152,316.0,1,many,low,low,low,single
2253332,4,T,USA,0,Adventure,3.40534262485482,861.0,1,many,high,high,high,single
2253441,3,T,UK,1,Horror,3.8588235294117648,85.0,0,few,high,high,low,single
2253567,4,T,USA,1,Comedy,3.2766798418972334,506.0,1,many,low,high,high,single
2254216,3,T,USA,1,Crime,,,0,many,low,low,low,single
2254219,3,T,USA,1,Drama,2.0,4.0,0,many,low,low,low,single
2254327,2,T,USA,1,Drama,3.55,40.0,0,few,high,high,low,single
2255035,3,F,other,1,Action,3.916923076923077,325.0,1,few,high,high,high,single
2255064,3,F,other,1,Action,3.9942528735632186,522.0,1,few,high,high,high,single
2255408,4,F,other,0,Animation,3.926829268292683,41.0,0,many,high,high,low,single
2256004,4,T,USA,0,Documentary,3.289473684210526,76.0,0,few,low,low,low,single
2256605,4,T,UK,1,Drama,4.055865921787709,179.0,1,many,high,high,high,single
2257031,4,T,USA,1,Horror,2.960655737704918,305.0,1,few,low,low,high,single
2257033,4,T,USA,1,Action,2.060344827586207,116.0,0,few,low,low,high,single
2257129,3,T,USA,1,Adventure,3.0773993808049536,323.0,1,few,low,low,low,single
2257265,2,T,USA,0,Adventure,3.65993265993266,594.0,1,few,high,high,high,multiple
2257381,4,T,UK,1,Comedy,3.093220338983051,118.0,0,many,high,high,high,single
2257901,3,T,USA,0,Other,3.203030303030303,330.0,1,few,high,low,low,single
2257904,4,T,USA,1,Action,2.8876404494382024,89.0,0,few,low,low,low,single
2257905,4,T,USA,0,Action,2.619047619047619,42.0,0,few,low,low,low,single
2257906,4,T,USA,0,Horror,2.6382978723404253,47.0,0,few,low,low,low,single
2258068,4,T,USA,1,Horror,2.4285714285714284,77.0,0,few,low,low,high,single
2258079,4,T,USA,0,Action,,,0,few,high,high,low,single
2258163,4,T,USA,0,Comedy,2.0,4.0,0,many,low,low,low,single
2258248,4,T,USA,1,Drama,3.496487119437939,427.0,1,many,low,low,high,single
2258328,4,T,USA,1,Drama,3.894830659536542,561.0,1,many,high,high,high,single
2258588,4,T,USA,1,Crime,,,0,many,low,low,high,single
2258957,4,F,other,0,Comedy,3.6666666666666665,57.0,0,many,high,high,low,single
2258958,4,T,USA,0,Drama,3.7911908646003263,613.0,1,few,high,high,low,single
2259483,2,T,USA,1,Drama,3.679012345679012,81.0,0,few,high,high,high,single
2259508,3,T,other,1,Drama,3.8263473053892216,167.0,1,many,high,high,high,single
2259556,4,T,other,1,Drama,3.302325581395349,43.0,0,few,high,high,low,single
2259586,4,T,USA,1,Comedy,2.8641975308641974,162.0,1,many,low,low,high,single
2259786,2,F,USA,0,Comedy,3.3076923076923075,13.0,0,few,high,high,low,single
2261350,3,T,USA,1,Comedy,3.240506329113924,158.0,1,many,low,low,low,single
2261353,3,T,UK,0,Drama,3.640826873385013,387.0,1,many,high,high,high,single
2261598,2,T,USA,0,Adventure,3.751004016064257,498.0,1,few,high,high,high,multiple
2261929,3,T,USA,1,Comedy,2.347826086956522,161.0,1,few,low,low,high,single
2262428,3,T,USA,0,Horror,3.504672897196261,107.0,0,few,high,low,low,single
2262464,4,T,USA,1,Action,3.300738007380074,542.0,1,few,high,high,high,single
2262957,3,T,USA,1,Drama,3.699530516431925,213.0,1,many,high,high,high,single
2263106,3,T,USA,0,Horror,2.6345381526104417,249.0,1,few,low,low,low,single
2263331,3,T,USA,1,Adventure,3.712564543889845,1162.0,1,few,high,high,high,single
2263670,4,T,UK,1,Action,4.090113735783027,1143.0,1,many,high,high,high,single
2263826,4,T,USA,1,Comedy,2.2,70.0,0,many,low,low,high,single
2264538,4,T,USA,0,Crime,2.8777777777777778,90.0,0,many,low,low,low,single
2264592,4,T,UK,1,Comedy,3.595238095238096,126.0,0,many,high,high,low,single
2264815,4,T,USA,1,Comedy,3.696891191709845,1158.0,1,many,high,high,high,single
2265148,3,F,France,1,Crime,3.72,25.0,0,few,high,high,low,single
2265188,4,T,UK,1,Drama,2.838709677419355,31.0,0,many,high,low,high,single
2265452,4,T,UK,1,Action,2.880952380952381,42.0,0,many,low,low,low,single
2265563,4,T,USA,0,Documentary,,,0,many,high,low,low,single
2265771,4,T,USA,0,Adventure,2.9764397905759163,382.0,1,few,low,high,high,multiple
2266198,4,T,USA,1,Drama,2.4047619047619047,42.0,0,many,low,low,high,single
2266555,4,T,USA,0,Drama,3.1875,32.0,0,many,low,high,low,single
2266574,4,T,USA,0,Drama,2.719424460431654,139.0,1,few,low,low,high,single
2266575,4,T,USA,1,Drama,2.208333333333333,48.0,0,few,low,low,low,single
2266691,4,T,USA,0,Action,1.9779411764705883,136.0,1,few,low,low,high,multiple
2266891,4,T,other,1,Adventure,1.62,100.0,0,few,low,low,high,multiple
2267111,3,T,USA,1,Comedy,2.997578692493947,413.0,1,many,low,low,high,single
2267114,4,T,USA,0,Comedy,2.3866666666666667,225.0,1,many,low,low,high,single
2267116,4,T,USA,0,Comedy,2.03061224489796,196.0,1,many,low,low,high,single
2267118,4,T,USA,0,Comedy,1.913793103448276,174.0,1,many,low,low,high,single
2267120,4,T,USA,0,Comedy,1.7666666666666666,150.0,1,many,low,low,high,single
2267121,4,T,USA,0,Comedy,1.657718120805369,149.0,1,many,low,low,high,single
2267434,4,T,USA,1,Comedy,2.6769230769230767,65.0,0,few,low,low,low,single
2267673,3,T,USA,1,Drama,3.4044117647058822,136.0,1,few,high,high,high,single
2267777,3,T,USA,1,Horror,3.684276729559748,795.0,1,few,high,low,high,single
2267780,4,T,USA,1,Horror,2.423076923076923,182.0,1,few,low,low,high,single
2267781,4,T,USA,1,Horror,1.8303571428571428,112.0,0,many,low,low,high,single
2268063,4,F,France,1,Drama,4.068493150684931,73.0,0,few,high,high,low,single
2268776,3,T,USA,1,Adventure,2.59447983014862,471.0,1,many,low,high,high,single
2269366,3,T,USA,1,Action,3.7383177570093458,107.0,0,many,high,high,low,single
2269410,3,T,other,0,Comedy,2.734513274336283,339.0,1,many,low,low,high,single
2269426,3,T,other,1,Comedy,2.042553191489361,141.0,1,many,low,low,high,single
2269444,4,T,USA,0,Comedy,2.040983606557377,122.0,0,many,low,low,high,single
2270182,4,F,UK,1,Comedy,,,0,many,low,low,low,single
2270749,3,T,France,1,Drama,1.6666666666666667,3.0,0,few,high,high,low,single
2271178,2,T,USA,0,Comedy,2.4285714285714284,7.0,0,few,high,low,low,single
2271822,4,T,USA,1,Drama,3.17948717948718,624.0,1,few,low,low,high,single
2271870,4,T,USA,0,Action,2.0,6.0,0,few,low,low,low,single
2272308,4,T,USA,1,Comedy,2.983050847457627,236.0,1,many,low,low,high,single
2272532,4,T,USA,1,Drama,2.86046511627907,43.0,0,few,low,low,high,single
2273044,4,T,USA,1,Action,3.653816499614495,1297.0,1,few,high,high,high,single
2273048,4,T,USA,1,Action,2.867807153965785,643.0,1,many,low,low,high,single
2273174,4,T,USA,1,Documentary,3.0985915492957745,71.0,0,many,low,high,low,single
2273896,4,T,other,0,Documentary,,,0,few,high,high,low,single
2274575,4,T,USA,1,Comedy,3.641491395793499,1046.0,1,many,low,low,high,single
2274590,4,T,USA,1,Comedy,3.3665223665223665,693.0,1,many,high,low,high,single
2274790,4,T,USA,1,Drama,3.0,3.0,0,many,low,low,low,single
2274852,4,T,UK,1,Documentary,3.792207792207792,77.0,0,many,high,high,high,single
2274949,4,T,UK,1,Drama,3.664335664335664,143.0,1,many,high,low,high,single
2275139,4,T,USA,1,Crime,3.896907216494845,485.0,1,many,high,high,high,single
2275181,4,T,France,1,Comedy,3.558073654390935,353.0,1,many,high,high,high,single
2275543,4,T,other,1,Adventure,2.571428571428572,7.0,0,many,low,low,low,single
2275635,3,T,USA,1,Crime,3.491228070175439,57.0,0,many,high,high,high,single
2275709,4,T,UK,1,Comedy,3.2419354838709675,62.0,0,many,low,low,low,single
2276353,3,T,USA,1,Comedy,3.189189189189189,407.0,1,many,low,low,low,single
2276841,4,T,USA,1,Documentary,3.4869739478957915,499.0,1,many,high,low,high,single
2276914,3,T,USA,0,Comedy,2.571428571428572,42.0,0,few,low,low,high,single
2277269,4,F,France,1,Comedy,4.0,4.0,0,many,high,high,low,multiple
2277334,4,T,USA,1,Comedy,3.5926605504587155,545.0,1,many,high,high,low,single
2277505,4,T,USA,0,Comedy,1.925,160.0,1,many,low,low,high,single
2277506,4,T,USA,0,Comedy,1.5555555555555556,99.0,0,many,low,low,high,single
2278340,2,T,USA,0,Other,3.0,1.0,0,few,low,low,low,single
2278576,3,T,other,0,Horror,2.32967032967033,91.0,0,many,low,low,high,single
2278585,4,T,other,0,Horror,1.6875,16.0,0,few,low,low,low,single
2279852,4,T,USA,1,Comedy,2.503937007874016,127.0,0,many,low,high,high,single
2280097,3,T,USA,1,Horror,4.218527315914489,1263.0,1,few,high,high,low,single
2280098,4,T,USA,1,Horror,2.6515151515151514,264.0,1,few,low,low,high,single
2280101,4,T,other,0,Comedy,2.88,25.0,0,many,low,low,low,single
2280125,3,T,USA,1,Horror,2.4207317073170733,164.0,1,few,low,low,high,single
2280126,4,T,USA,0,Horror,2.0510204081632653,98.0,0,few,low,low,high,single
2280376,4,T,USA,0,Drama,2.7142857142857144,7.0,0,few,low,high,high,single
2280997,4,T,USA,1,Crime,4.278212805158913,2171.0,1,many,high,high,high,single
2281105,4,T,other,1,Drama,3.4858044164037856,317.0,1,many,high,high,low,single
2281160,4,T,USA,0,Horror,2.544642857142857,112.0,0,few,low,low,low,single
2281612,4,T,USA,0,Other,2.859872611464968,157.0,1,few,low,low,low,single
2282360,4,T,USA,1,Comedy,3.0150375939849625,532.0,1,many,low,high,high,single
2285092,4,F,other,0,Comedy,,,0,few,high,high,low,single
2285138,3,T,UK,0,Horror,3.210526315789474,38.0,0,few,high,high,low,single
2285139,3,T,UK,1,Horror,3.652173913043478,69.0,0,few,high,high,low,single
2285647,4,T,USA,1,Comedy,2.8,30.0,0,many,low,low,high,single
2285997,4,T,USA,0,Adventure,2.7794117647058822,68.0,0,many,low,low,high,single
2286681,4,T,USA,1,Drama,3.7588652482269502,705.0,1,many,high,high,high,single
2287637,4,T,USA,1,Adventure,2.6666666666666665,3.0,0,many,low,low,low,single
2288084,4,T,USA,0,Comedy,3.698245614035088,285.0,1,many,high,high,high,single
